
INFO 	2016-04-14 12:41:04 	[preliminary_checks] 	HIC001 found in /users/project/4DGenome/data/4DGenome_metadata.db
INFO 	2016-04-14 12:41:04 	[preliminary_checks] 	data for HIC001 will be stored at /users/project/4DGenome_no_backup/data/hic/samples/HIC001
INFO 	2016-04-14 12:45:48 	[preliminary_checks] 	paths to read1 and read2 saved to metadata database
WARN 	2016-04-14 12:45:50 	[preliminary_checks] 	Sequencing index added as part of the metadata does not agree with that observed in the FASTQ file
INFO 	2016-04-14 12:45:52 	[preliminary_checks] 	read length added as part of the metadata agrees with that observed in the FASTQ file
INFO 	2016-04-14 12:45:52 	[preliminary_checks] 	genome reference FASTA file found at /users/GR/mb/jquilez/assemblies/homo_sapiens/hg38_mmtv/ucsc/hg38_mmtv.fa
INFO 	2016-04-14 12:46:22 	[preliminary_checks] 	paths to reference FASTA saved to metadata database
TIME 	2016-04-14 12:46:22 	[preliminary_checks] 	step time for completion (seconds) = 320

INFO 	2016-04-14 12:46:25 	[raw_fastqs_quality_plots] 	restriction enzyme = DpnII
INFO 	2016-04-14 12:46:25 	[raw_fastqs_quality_plots] 	a subset of 100000 reds will be used to generate the quality plots
INFO 	2016-04-14 12:46:25 	[raw_fastqs_quality_plots] 	making quality plots of the raw FASTQ files... plots saved at /users/project/4DGenome_no_backup/data/hic/samples/HIC001/plots/hg38_mmtv/raw_fastqs_quality_plots
INFO 	2016-04-14 12:46:49 	[raw_fastqs_quality_plots] 	percentages of dangling ends and ligated sites in read1 and read2 saved to metadata database
TIME 	2016-04-14 12:46:49 	[raw_fastqs_quality_plots] 	step time for completion (seconds) = 25

INFO 	2016-04-14 12:46:51 	[trim_reads_trimmomatic] 	sequencing type = PE
INFO 	2016-04-14 12:46:51 	[trim_reads_trimmomatic] 	trimming TruSeq3 adapter sequences for HiSeq, NextSeq or HiSeq
INFO 	2016-04-14 12:46:51 	[trim_reads_trimmomatic] 	trimming low-quality reads ends using trimmomatic's recommended practices
INFO 	2016-04-14 13:55:25 	[trim_reads_trimmomatic] 	parse step log to extract generated metadata
INFO 	2016-04-14 13:55:25 	[trim_reads_trimmomatic] 	reads after trimming = 190078422
INFO 	2016-04-14 13:55:58 	[trim_reads_trimmomatic] 	trimmomatic parameters and numbe of trimmed reads added to metadata
INFO 	2016-04-14 13:55:58 	[trim_reads_trimmomatic] 	trimmed reads are in /users/project/4DGenome_no_backup/data/hic/samples/HIC001/fastqs_processed/trimmomatic/paired_end
INFO 	2016-04-14 13:55:58 	[trim_reads_trimmomatic] 	unpaired reads are deleted
TIME 	2016-04-14 13:55:58 	[trim_reads_trimmomatic] 	step time for completion (seconds) = 4147

INFO 	2016-04-14 13:56:05 	[align_and_merge] 	species = Homo_sapiens
INFO 	2016-04-14 13:56:05 	[align_and_merge] 	assembly version = hg38_mmtv
INFO 	2016-04-14 13:56:05 	[align_and_merge] 	restriction enzyme = DpnII
INFO 	2016-04-14 13:56:05 	[align_and_merge] 	read length = 101
INFO 	2016-04-14 13:56:05 	[align_and_merge] 	genome reference FASTA file found at /users/GR/mb/jquilez/assemblies/homo_sapiens/hg38_mmtv/ucsc/hg38_mmtv.fa
INFO 	2016-04-14 13:56:05 	[align_and_merge] 	mapping, processing reads according to restriction enzyme fragments and merging aligments for read1 and read2...
INFO 	2016-04-14 21:10:21 	[align_and_merge] 	output saved in /users/project/4DGenome_no_backup/data/hic/samples/HIC001/logs/hg38_mmtv/HIC001_align_and_merge_paired_end.log
TIME 	2016-04-14 21:11:59 	[align_and_merge] 	step time for completion (seconds) = 26159

INFO 	2016-04-14 21:12:25 	[post_mapping_statistics] 	generating post mapping descriptive statistics plots...
INFO 	2016-04-14 21:49:19 	[post_mapping_statistics] 	fraction of reads mapped read1 = 0.893799512919
INFO 	2016-04-14 21:49:19 	[post_mapping_statistics] 	fraction of reads mapped read2 = 0.871766691119
INFO 	2016-04-14 21:49:19 	[post_mapping_statistics] 	number of pairs in which both read1 and read2 are mapped = 144711824
